ansatz_type,problem_index,trial,energy,exact_energy,error,time,build_time,opt_time,params,depth,converged,adapt_iterations,adapt_initial_energy,adapt_energy_drop,adapt_history_length,termination_criterion
MomentumBuilder,3,2,-9.999975318777821,-10.0,2.4681222178912776e-05,0.22756409645080566,0.04997706413269043,0.17758703231811523,8,13,True,,,,,
MomentumBuilder,4,2,-12.838442185295605,-13.0,0.1615578147043948,0.1931309700012207,0.04205608367919922,0.15107488632202148,8,13,False,,,,,
MomentumBuilder,5,2,-21.415277990258588,-22.0,0.5847220097414123,0.20195293426513672,0.06418108940124512,0.1377718448638916,9,14,False,,,,,
MomentumBuilder,6,2,-2.6110233731478596,-7.0,4.38897662685214,0.4264492988586426,0.10967326164245605,0.3167760372161865,10,13,False,,,,,
MomentumBuilder,7,2,-14.895473163490394,-24.0,9.104526836509606,0.4405550956726074,0.21417498588562012,0.2263801097869873,11,9,False,,,,,
MomentumBuilder,8,2,-9.99954949913456,-10.0,0.0004505008654405174,0.35400986671447754,0.1373918056488037,0.21661806106567383,10,12,True,,,,,
MomentumBuilder,9,2,-7.824657510058383,-10.0,2.1753424899416167,0.34192919731140137,0.11999011039733887,0.2219390869140625,10,14,False,,,,,
MomentumBuilder,10,2,-14.432001032971932,-15.0,0.5679989670280676,0.5153272151947021,0.18236708641052246,0.3329601287841797,10,13,False,,,,,
MomentumBuilder,11,2,-6.203923155325461,-12.0,5.796076844674539,2.9681570529937744,2.414353132247925,0.5538039207458496,20,12,False,,,,,
MomentumBuilder,12,2,-15.769273111888012,-10.0,5.769273111888012,0.6184899806976318,0.2612650394439697,0.3572249412536621,11,10,False,,,,,
MomentumBuilder,1,3,-9.999999993118848,-10.0,6.881151648485684e-09,0.06163501739501953,0.0002048015594482422,0.06143021583557129,1,1,True,,,,,
MomentumBuilder,2,3,10.000000006611288,500.0,489.9999999933887,0.048113107681274414,9.322166442871094e-05,0.0480198860168457,1,1,False,,,,,
MomentumBuilder,3,3,-9.999975318777821,-10.0,2.4681222178912776e-05,0.33780694007873535,0.07136106491088867,0.2664458751678467,8,13,True,,,,,
MomentumBuilder,4,3,-12.838442185295605,-13.0,0.1615578147043948,0.22181200981140137,0.05172610282897949,0.17008590698242188,8,13,False,,,,,
MomentumBuilder,5,3,-21.415277990258588,-22.0,0.5847220097414123,0.35406923294067383,0.12647128105163574,0.22759795188903809,9,14,False,,,,,
MomentumBuilder,6,3,-2.6110233731478596,-7.0,4.38897662685214,0.3346569538116455,0.11666584014892578,0.21799111366271973,10,13,False,,,,,
